co_carta_consulta,no_projeto,sg_projeto,sg_fonte,va_dolar,no_unidade_federal,co_sujeito,no_tecnico,no_setor,informacoes,fase,dt_assinatura,dt_ultimo_desembolso_vigente,no_abrangencia_nacional,aggregation,tipo_operacao,co_executor,no_executor
"59415","Amazon Off -Grid Energy  - PDF-B  (assistência preparatória)","AMAZON ENERGY","GEF","350000.0","Distrito Federal","138","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","138","Ministério de Minas e Energia"
"59592","Apoio na Implementação do Plano de Monitoramento Global de POPs nos Países da América Latina e Caribe (GRULAC) - GLOBAL (GEF-ID-3778).","GRULAC","GEF","845300.0","Distrito Federal","142","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Em execução","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"59895","Combate à Desertificação em Áreas Susceptíveis do Brasil: Manejo Agroflorestal Sustentável e Conservação da Biodiversidade","GEF-FAO (DCD/SEDR/MMA)","GEF","4435377.0","Distrito Federal","142","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Em preparação","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"59896","Programa de Combate a Desertificação  no Brasil através da Recuperação de Terras Degradadas","GEF-PNUD (DCD/SEDR/MMA)","GEF","3984585.0","Distrito Federal","142","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Em preparação","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"59419","Projeto Gerenciamento Ambientalmente Saudável das Bifenilas Policloradas","BIFENILAS POLICLORADAS","GEF","4895000.0","Distrito Federal","142","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Em execução","31/08/2010 00:00","31/12/2016 00:00","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58713","Avaliação de Substâncias Tóxicas: Estabelecimento de uma Rede","SUBSTÂNCIAS TÓXICAS","GEF","4990000.0","Distrito Federal","569","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","24/07/2000 00:00","01/09/2003 00:00","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58773","Development of a Forests Capital Index","FOREST CAPITAL INDEX","GEF","25000.0","Distrito Federal","569","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58627","Review o Experineces in Ecotourism and Analysis of Lesson Learned","ECOTOURISMO","GEF","450000.0","Distrito Federal","569","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58657","A Survey and Mapping of the Remainign Native Vegetation of the Cerrado Biome","CONSERV. DO CERRADO","GEF","735000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58772","A Survey and Mapping of the Remaining Native Vegetation of the Cerrado Biome -II","CERRADO BIOMA II","GEF","750000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58445","Ação para uma Amazônia Sustentável","AMAZÔNIA SUSTENTÁVEL","GEF","3800000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","0",""
"58575","Addressing Biodiversity Conservation and Land Degradation Community Level","ADDRESSING BIODIVERS","GEF","10000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","","","Federal","2272","Doação","380","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA"
"58530","Alternativa à Roça e Queima","ROÇA E QUEIMA","GEF","1000000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","","","Federal","2272","Doação","380","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA"
"59653","Assegurar a sustentabilidade de projetos-piloto de Captura e Sequestro de Carbono em Formações Geológicas","Captura e Sequestro de Carbono","GEF","3503000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58692","Avaliação Global de Recursos Energéticos Eólicos e Solares","EÓLICAS E SOLARES","GEF","350000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Energia","(61) 2020-4832","Finalizada","","","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58771","Avaliação Global de Recursos Energéticos Eólicos e Solares - FASE II","SOLAR AND WIND - II","GEF","283000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Energia","(61) 2020-4832","Finalizada","30/06/2001 00:00","30/04/2010 00:00","Federal","2272","Doação","0",""
"58584","Biodiversity Conservation in the Brazilian Amazon","FM-LIL","GEF","25000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","0",""
"58441","Brazilian National Climate Change-Inventario Emissoes Liq. Gases Efeito Estufa","BRAZILIAN CLIMATE","GEF","1500000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","01/06/1996 00:00","30/12/2000 00:00","Federal","2272","Doação","0",""
"58506","Capacity Building and Targeted Research on the Floristic Diversity of the Americ","TAXONOMIC INFORMATIO","GEF","50000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58558","Classificação Ecológica do Território Brasileiro: um Método Climático","MÉTODO CLIMÁTICO","GEF","750000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58639","Climate Change Capacity Building In the Southern Hemisphere","SOUTHERN HEMISPHERE","GEF","25000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58600","Colheita/Comerc. Sementes de Árvores Nativas Territ. INDÍGENA DE URU-EU-WAU-WAU","URU-EU-WAU-WAU","GEF","191000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","756","Secretaria Municipal de Desenvolvimento Econômico, Política Urbana e Meio Ambiente - SDEPUMA"
"59114","Conserv. e Uso Sustent. da Biodiversidade de Manguezais de Import. Global em Áreas Prot. no Brasil","MANGROVE","GEF","5000000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","31/07/2008 00:00","01/08/2013 00:00","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58601","Conservação da Biodiversidade em Ecossistema Relevante do Sudoeste da Amazônia","PARQUE PACAÁS NOVOS","GEF","730000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58528","Controle Global de Gases Estufa, Incluindo Ozônio","GASES ESTUFA","GEF","4800000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","14/01/1993 00:00","14/05/1996 00:00","Federal","2272","Doação","445","Ministério da Agricultura Pecuária e do Abastecimento"
"58698","Deliamento e Implementação de Projetos de Florestamento","ENERGIA LIMPA","GEF","735000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58900","Desenv. e Promoção de Medidas de Pol. p/Redução de Gás de Estufa e Proteção M.A","DOAÇÃO GREENHOUSE","GEF","25000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58712","Desenvolv. Sustentavel do Sistema Aquífero Guarani","AQUÍFERO GUARANI","GEF","1.34E7","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58899","Desenvolvimento de Estrutura Nacional de Biosegurança","DOAÇÃO BIOSAFETY","GEF","2.6092E7","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58694","Desenvolvimento de Sistemas de Produção Agroecológica para o Estado de SC","AGROECOLÓGICA - SC","GEF","500000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Agricultura","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"59020","Estrat.Interamer. p/a Partic. Públ.: um Mod. Reg. p/a Implement. Princíp. 10","PRINCÍPIO 10","GEF","350000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","471","Organização dos Estados Americanos - OEA"
"58432","Estratégia p/ Utilização Hidrogênio Eletrolítico c/ Combustível Transporte Massa","HIDROGÊNIO ELETROLÍT","GEF","344000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Energia","","Finalizada","","","Federal","2272","Doação","373","Departamento Nacional de Águas e Energia Elétrica - DNAEE"
"58531","Expansão/Consolidação de um Sistema de Áreas Protegidas na Reg.Amazônica - Brasil","ÁREAS PROTEGIDAS","GEF","300000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","","","Federal","2272","Doação","425","Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA"
"58626","Feasibility Study For Externally-Fired Combined Cycle (EFCC)","COMBINED CYCLE-EFCC","GEF","350000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","19","MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME"
"58626","Feasibility Study For Externally-Fired Combined Cycle (EFCC)","COMBINED CYCLE-EFCC","GEF","350000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","1079","Ministério do Desenvolvimento Social e Combate à Fome"
"58875","Formulação e gerenciamento de recursos hídricos da Bacia do Prata - PDF=A","BACIA DO PRATA","GEF","25000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58541","Geração de Energia Bagaço de Cana","BAGAÇO DE CANA","GEF","3750000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Energia","(61) 2020-4832","Finalizada","01/05/1997 00:00","31/12/2005 00:00","Federal","2272","Doação","0",""
"58880","Global Biodiversity (GBF) - PHASE III","FORUM BIODIV. GLOBAL","GEF","1000000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","30/12/2004 00:00","Federal","2272","Doação","0",""
"58896","Globally Important Ingenious Agricultural Heritage Systems","DOAÇAO AGRICULTURA","GEF","25000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","469","Organização das Nações Unidas Para a Agricultura e Alimentação - FAO / ONU"
"59115","Iniciativa. de Sust. p/a Pesca Artes., Biod. Marinha e Manejo Participativo","DOAÇÃO PESCA ARTESANAL","GEF","350000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","734","Secretaria Especial de Aquicultura e Pesca - Presidência da República"
"58529","Instituto Interamericano Para Pesquisa E Mudanças Globais","MUDANÇAS GLOBAIS","GEF","2700000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","","","Federal","2272","Doação","0",""
"58579","Integrated Coastal Zone Management","COASTAL ZONE","GEF","750000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","0",""
"58024","Latin America Terra Capital Fund (Ex-Fundo de Invest. em Biod. p/ América Latina)","TERRA CAPITAL","GEF","5000000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58580","Manejo e Utilização de Dejetos Animais e de Resíduos Orgânicos e Químicos","DEJETOS ANIMAIS","GEF","750000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","424","Instituto Brasileiro de Pesquisas e Estudos Ambientais"
"59246","Market Transformation for Energy Efficiency in Buildings","Chillers","GEF","1.375E7","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Em execução","01/03/2010 00:00","01/03/2016 00:00","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"59654","Mitigation options of greenhouse gas emissions in key sectors in Brazil","MITIGATION GREENHOUSE GAS","GEF","4650000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"58596","Modelo Indicador Para Ecossistemas Áridos (GEF-ID 33)","ECOSSISTEMAS ÁRIDOS","GEF","1110000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","","01/04/2003 00:00","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"59498","National Forest Inventory (Inventário Florestal Nacional)","Forest Inventory","GEF","9900000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","807","Serviço Florestal Brasileiro"
"58901","Potential Economic and Technological Impacts of Climate Change and Agricultural","DOAÇÃO PROCISUR","GEF","338000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","569","Programa das Nações Unidas Para a Alimentação - PNUMA"
"58329","Preparation and Development Facility - Expasion na Consolidation of a System","DEVELOPMENT FACILITY","GEF","300000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","425","Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA"
"58585","Preservação da Biodiversidade/valor Socio-Econ. Ecoss. Mangues na Amér. Tropical","ECOSSISTEMAS MANGUE II","GEF","1100000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","02/01/1998 00:00","30/03/2004 00:00","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58797","Prod. de Hidrogênio, a Partir do Etanol, p/ Cél. de Comb. Ap. Automotivas","CÉLULA COMBUSTÍVEL","GEF","240000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","0",""
"59029","Prog. Cooperative Framework for Integrating Global Environmental Concerns Into T","ILAC","GEF","750000.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Doação","571","Regional Office For Latin America And The Caribbean"
"58846","Programa de Treinamento de Capacitação Técnica e Ger. Em Conserv. da Natureza","BOTICÁRIO","GEF","740000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Federal","2272","Doação","0",""
"58586","Programa Pequenos Projetos - 2ª FASE","PPP","GEF","337000.0","Distrito Federal","1051","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Arquivado","","","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
"58324","Projeto de Aproveitamento da Biomassa para Fins Energéticos","APROVEIT. BIOMASSA","GEF","1.01E7","Distrito Federal","1051","Antônio Sabino da Costa Filho","Energia","","Arquivado","","","Federal","2272","Financiamento","0",""
"59292","Projeto de Formação do Cluster de MSPs de Conservação da Biodiversidade na Mata Atlântica","MATA ATLANTICA","GEF","0.0","Distrito Federal","1051","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Federal","2272","Financiamento","0",""
"58499","Projeto Gerenc. Integrado Bacia Alto Paraguai - I","BACIA PARAGUAI - I","GEF","286000.0","Distrito Federal","1051","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","25/03/1997 00:00","30/03/1999 00:00","Federal","2272","Doação","142","Ministério do Meio Ambiente - MMA"
